date,open,high,low,close,volume
2021-01-04,18.00684132,18.59722956,17.41645308,18.2793282,475336320
2021-01-05,17.98413408,18.733473,17.7684153,18.40989483,434368352
2021-01-06,18.53478465,19.26141633,18.4496325,18.7902411,345176352
2021-01-07,18.74482662,19.70420751,18.55749189,19.6985307,380011920
2021-01-08,19.72691475,19.84612776,18.98892945,19.2443859,357447728
2021-01-11,19.46010468,19.48848873,18.5064006,18.75050343,326014128
2021-01-12,18.77888748,21.67406058,18.77888748,21.67406058,547589168
2021-01-13,21.4015737,22.38933864,21.1745013,22.06008366,486127552
2021-01-14,21.6286461,21.6286461,20.64655797,20.73171012,375219552
2021-01-15,20.7203565,21.27668388,19.868835,20.45922324,343278176
2021-01-18,20.3797479,22.06576047,20.34001023,21.44698818,334752656
2021-01-19,21.4015737,21.94087065,20.82253908,21.02690424,296131040
2021-01-20,21.4583418,21.98628513,21.08367234,21.25965345,275728048
2021-01-21,21.39022008,23.01946455,21.33345198,22.52558208,387440528
2021-01-22,22.29850968,22.56531975,21.82733445,22.33824735,313326912
2021-01-25,22.70724,23.03081817,22.0260228,22.45746036,341528400
2021-01-26,22.139559,22.139559,20.7771246,20.78847822,413462336
2021-01-27,21.06664191,21.4583418,20.81686227,21.1177332,256939589
2021-01-28,20.78847822,21.16314768,20.52166815,20.5500522,275271104
2021-01-29,20.82821589,21.07231872,19.1308497,19.9823712,396024304
2021-02-01,20.25485808,20.87363037,20.0959074,20.36839428,245138459
2021-02-02,20.54437539,20.97581295,20.18673636,20.91904485,249644689
2021-02-03,20.72603331,20.82821589,19.91424948,20.06184654,264230947
2021-02-04,19.78935966,20.39110152,19.53390321,20.09023059,218955410
2021-02-05,20.3229798,20.65223478,19.95398715,20.07887697,191460894
2021-02-08,20.22647403,20.57843625,19.47713511,20.34568704,210516467
2021-02-09,20.35136385,21.78759678,20.16402912,21.66270696,350762000
2021-02-10,21.7421823,21.9692547,21.35615922,21.85004169,245529649
2021-02-18,22.6504719,22.80374577,21.29371431,21.35615922,304172192
2021-02-19,21.004197,21.28236069,20.35136385,20.90201442,277189216
2021-02-22,20.90201442,20.90201442,19.03434393,19.09111203,446594880
2021-02-23,19.05137436,19.48281192,18.82430196,19.04569755,219885018
2021-02-24,19.04569755,19.20464823,18.33041949,18.53478465,265741430
2021-02-25,18.733473,18.7902411,17.9387196,17.97845727,254264170
2021-02-26,17.3142705,17.72300082,17.20641111,17.24614878,266623150
