date,open,high,low,close,volume
2021-01-04,43.311912,44.3841972,43.171744,44.082836,54903578
2021-01-05,43.7043824,45.9260452,43.7043824,45.7368184,70088887
2021-01-06,46.25544,46.8020952,44.6364996,44.9028188,52170379
2021-01-07,44.8958104,45.5826336,44.50334,45.344348,46475055
2021-01-08,45.5265664,46.5147508,44.85376,45.344348,49950205
2021-01-11,44.9448692,45.4704992,43.5992564,43.767458,58182903
2021-01-12,43.522164,44.9098272,43.5151556,44.6154744,44731442
2021-01-13,44.85376,46.25544,44.6855584,45.4985328,57162721
2021-01-14,45.5686168,45.9540788,44.15292,44.2370208,44703512
2021-01-15,43.9566848,44.6364996,43.6693404,44.433256,34537150
2021-01-18,44.15292,44.993928,43.872584,44.6855584,38390498
2021-01-19,44.6575248,45.6176756,43.9146344,44.0968528,40845405
2021-01-20,44.0057436,44.047794,42.6741476,42.75124,60848099
2021-01-21,42.6671392,43.5782312,42.470904,43.0035424,49076291
2021-01-22,42.961492,43.10166,41.87519,42.2115932,56839104
2021-01-25,42.2115932,42.6040636,41.840148,42.0644168,52507666
2021-01-26,41.910232,41.910232,41.069224,41.34956,46356422
2021-01-27,41.34956,42.3727864,40.64872,41.6369044,53504324
2021-01-28,41.0972576,41.139308,40.1090732,40.1511236,52287008
2021-01-29,40.1090732,40.5015436,39.1629392,39.457292,49388880
2021-02-01,39.6044684,40.088048,39.07183,39.5484012,31769343
2021-02-02,39.562418,41.8191228,39.5554096,41.7910892,67437831
2021-02-03,42.0363832,42.3097108,40.929056,41.2234088,47406154
2021-02-04,40.64872,41.6228876,40.5646192,41.0622156,30141987
2021-02-05,40.99914,41.7139968,40.894014,41.3075096,27993334
2021-02-08,41.4687028,41.9592908,40.9080308,41.2374256,32371043
2021-02-09,41.34956,41.52477,40.2702664,41.3705852,47029019
2021-02-10,41.384602,42.961492,41.279476,42.3938116,56120470
2021-02-18,42.786282,43.311912,41.8261312,42.3797948,52660810
2021-02-19,42.330736,43.10166,41.980316,42.7722652,40662851
2021-02-22,42.120484,42.1485176,40.6066696,40.9851232,60749622
2021-02-23,40.7117956,40.9851232,39.8988212,39.982922,54736080
2021-02-24,40.3053084,40.7958964,39.94788,40.1441152,49243904
