,prob
2022-09-27,0.4959930373768047
2022-11-01,0.45067333537323123
2022-11-29,0.46471745947366366
2022-12-27,0.4693478538751023
2023-02-01,0.4995602584227399
2023-03-01,0.48272143040707044
2023-03-29,0.5275484424800612
2023-04-27,0.4195420650426547
2023-05-30,0.40591337563113256
2023-06-29,0.4447261709529003
2023-07-27,0.4212997480837301
2023-08-24,0.44002695847955403
2023-09-21,0.4016594890063587
2023-10-27,0.44627323096295296
2023-11-24,0.4583797599411164
2023-12-22,0.4797651301618215
2024-01-22,0.5113363157537557
2024-02-27,0.42716626506566807
2024-03-26,0.47252707880016204
2024-04-25,0.44582009299760134
2024-05-28,0.3644884886272866
2024-06-26,0.6031478575528343
2024-07-24,0.43260517262574094
2024-08-21,0.4620428518440372
2024-09-20,0.4009268335595131
2024-10-25,0.40952803708239777
2024-11-22,0.4417628469010741
2024-12-20,0.44058937624893146
2025-01-20,0.43736355763505075
2025-02-25,0.46716963227039593
2025-03-25,0.43429222184740834
2025-04-23,0.4305270653105853
2025-05-26,0.4800317254244251
2025-06-24,0.46769876298916185
2025-07-22,0.48854408013372624
2025-08-19,0.39084148980772504
2025-09-16,0.3938720317504332
2025-10-22,0.3960505112036572
2025-11-19,0.45688452712796584
2025-12-17,0.451811772853089
2026-01-16,0.43408457186132615
2026-02-13,0.5022322436665245
2026-03-23,0.4716183351616115
2026-04-21,0.38567648098477053
2026-05-22,0.4376340009193728
