,prob
2022-11-01,0.5816584229469299
2022-11-29,0.5248276591300964
2022-12-27,0.5524119734764099
2023-02-01,0.47940459847450256
2023-03-01,0.30938956141471863
2023-03-29,0.43904682993888855
2023-04-27,0.4592590034008026
2023-05-30,0.45751091837882996
2023-06-29,0.39771929383277893
2023-07-27,0.5074096322059631
2023-08-24,0.4497096538543701
2023-09-21,0.4762539267539978
2023-10-27,0.43621522188186646
2023-11-24,0.2875096797943115
2023-12-22,0.3214321434497833
2024-01-22,0.48793110251426697
2024-02-27,0.4397810995578766
2024-03-26,0.4286205768585205
2024-04-25,0.419045090675354
2024-05-28,0.38127970695495605
2024-06-26,0.3578244149684906
2024-07-24,0.4449446499347687
2024-08-21,0.3758913278579712
2024-09-20,0.41498857736587524
2024-10-25,0.41039273142814636
2024-11-22,0.43634170293807983
2024-12-20,0.41587916016578674
2025-01-20,0.4563169777393341
2025-02-25,0.4908542037010193
2025-03-25,0.3908339738845825
2025-04-23,0.431536465883255
2025-05-26,0.4716483950614929
2025-06-24,0.3413589894771576
2025-07-22,0.40245023369789124
2025-08-19,0.9677569270133972
2025-09-16,0.4910544157028198
2025-10-22,0.7171772718429565
2025-11-19,0.43900948762893677
2025-12-17,0.35455629229545593
2026-01-16,0.22179339826107025
2026-02-13,0.5501403212547302
2026-03-23,0.45967862010002136
2026-04-21,0.4913996756076813
2026-05-22,0.4884096682071686
