,prob,uncertainty
2022-11-01,0.6203840374946594,0.5223614573478699
2022-11-29,0.4793192744255066,0.4364417791366577
2022-12-27,0.3352107107639313,0.49668875336647034
2023-02-01,0.644757091999054,0.575971782207489
2023-03-01,0.4854656755924225,0.5319237112998962
2023-03-29,0.3995986878871918,0.5546380877494812
2023-04-27,0.35482722520828247,0.5547142624855042
2023-05-30,0.4528946876525879,0.5866522789001465
2023-06-29,0.8757373094558716,0.4345705211162567
2023-07-27,0.3885921239852905,0.5693855881690979
2023-08-24,0.3655458688735962,0.3915707468986511
2023-09-21,0.11585156619548798,0.4578573405742645
2023-10-27,0.3689741790294647,0.5390929579734802
2023-11-24,0.2389807254076004,0.5499451756477356
2023-12-22,0.2681591510772705,0.4470415413379669
2024-01-22,0.2957593500614166,0.3733222782611847
2024-02-27,0.533988893032074,0.37934887409210205
2024-03-26,0.34943559765815735,0.5892451405525208
2024-04-25,0.40094301104545593,0.46310490369796753
2024-05-28,0.14910414814949036,0.3569146394729614
2024-06-26,0.5575767159461975,0.5644171237945557
2024-07-24,0.43743008375167847,0.48384520411491394
2024-08-21,0.36029407382011414,0.49646374583244324
2024-09-20,0.44524991512298584,0.47948887944221497
2024-10-25,0.5923722386360168,0.3862047493457794
2024-11-22,0.3951684832572937,0.5691478848457336
2024-12-20,0.4964366555213928,0.48333942890167236
2025-01-20,0.5639848709106445,0.49680429697036743
2025-02-25,0.33224040269851685,0.41508692502975464
2025-03-25,0.3039116859436035,0.4621107280254364
2025-04-23,0.8440189361572266,1.047061800956726
2025-05-26,0.2517130672931671,0.4503224790096283
2025-06-24,0.4099799394607544,0.4278137981891632
2025-07-22,0.6497841477394104,0.5243777632713318
2025-08-19,0.3444312810897827,0.3602553904056549
2025-09-16,0.5170546770095825,0.506360650062561
2025-10-22,0.3521161377429962,0.462634801864624
2025-11-19,0.30416086316108704,0.5101979970932007
2025-12-17,0.2994912564754486,0.42646825313568115
2026-01-16,0.4697711765766144,0.45799270272254944
2026-02-13,0.3973376452922821,0.6936581134796143
2026-03-23,0.6736847758293152,0.5964216589927673
2026-04-21,0.3428124785423279,0.42542606592178345
2026-05-22,0.43484675884246826,0.5244021415710449
