seed,sharpe_ratio,annual_return,max_drawdown,win_rate,total_trades
42,1.75,0.36210000000000003,-0.0217,0.45,39.0
43,0.35,0.0737,-0.0209,0.47369999999999995,37.0
44,1.17,0.2748,-0.012199999999999999,0.3611,35.0
45,2.57,0.6382,-0.016200000000000003,0.48719999999999997,38.0
46,2.27,0.5996,-0.020099999999999996,0.4211,37.0
