,prob
2022-11-01,0.9018611907958984
2022-11-29,0.490791380405426
2022-12-27,0.16998183727264404
2023-02-01,0.47282224893569946
2023-03-01,0.37522661685943604
2023-03-29,0.4387068748474121
2023-04-27,0.5370214581489563
2023-05-30,0.6746201515197754
2023-06-29,0.4630095958709717
2023-07-27,0.4940473139286041
2023-08-24,0.5708419680595398
2023-09-21,0.413925439119339
2023-10-27,0.44447195529937744
2023-11-24,0.49205610156059265
2023-12-22,0.48843082785606384
2024-01-22,0.47165098786354065
2024-02-27,0.3722504675388336
2024-03-26,0.4385092854499817
2024-04-25,0.4679519534111023
2024-05-28,0.6294032335281372
2024-06-26,0.49393564462661743
2024-07-24,0.3509722054004669
2024-08-21,0.46842172741889954
2024-09-20,0.4986999034881592
2024-10-25,0.6123559474945068
2024-11-22,0.4769532382488251
2024-12-20,0.4415293037891388
2025-01-20,0.45047372579574585
2025-02-25,0.5226560831069946
2025-03-25,0.5286899209022522
2025-04-23,0.5172806978225708
2025-05-26,0.5085428357124329
2025-06-24,0.4650348722934723
2025-07-22,0.46927890181541443
2025-08-19,0.46704351902008057
2025-09-16,0.4930724501609802
2025-10-22,0.4786257743835449
2025-11-19,0.4366143047809601
2025-12-17,0.466642290353775
2026-01-16,0.48786816000938416
2026-02-13,0.5131282806396484
2026-03-23,0.3615111708641052
2026-04-21,0.5378153324127197
2026-05-22,0.4533434808254242
