,prob
2022-10-03,0.5551736354827881
2022-10-31,0.5058847069740295
2022-11-29,0.47266677021980286
2022-12-28,0.5924046039581299
2023-01-27,0.7783931493759155
2023-02-27,0.3516913950443268
2023-03-27,0.5120826363563538
2023-04-25,0.5177702307701111
2023-05-23,0.5496500730514526
2023-06-22,0.31583088636398315
2023-07-21,0.46823668479919434
2023-08-18,0.5054453015327454
2023-09-18,0.4941372275352478
2023-10-16,0.5485918521881104
2023-11-13,0.501213788986206
2023-12-12,0.5826870799064636
2024-01-11,0.45553115010261536
2024-02-09,0.46089839935302734
2024-03-11,0.5707427859306335
2024-04-09,0.6062923669815063
2024-05-07,0.6151284575462341
2024-06-05,0.48088008165359497
2024-07-05,0.5563086867332458
2024-08-02,0.519868791103363
2024-08-30,0.5051947832107544
2024-09-30,0.5384165048599243
2024-10-28,0.6214118003845215
2024-11-25,0.4892420172691345
2024-12-24,0.46864381432533264
2025-01-27,0.4427516460418701
2025-02-25,0.6184061765670776
2025-03-25,0.5850161910057068
2025-04-23,0.6281087398529053
2025-05-21,0.5424014329910278
2025-06-20,0.5574084520339966
2025-07-21,0.5911863446235657
2025-08-18,0.4548654556274414
2025-09-16,0.4043034613132477
2025-10-14,0.5493878126144409
2025-11-11,0.6207743287086487
2025-12-10,0.40406322479248047
2026-01-09,0.439177542924881
2026-02-09,0.7000908851623535
2026-03-10,0.6562737226486206
2026-04-08,0.4842512011528015
2026-05-06,0.5487918853759766
