seed,sharpe_ratio,annual_return,max_drawdown,win_rate,total_trades
42,-0.65,-0.1949,-0.1375,0.359,38.0
43,7.26,1.9542,-0.018600000000000002,0.5366,40.0
44,0.71,0.21539999999999998,-0.1202,0.48719999999999997,38.0
45,7.01,1.2097,-0.0177,0.5135000000000001,36.0
46,1.44,0.5297,-0.1268,0.525,39.0
