seed,sharpe_ratio,annual_return,max_drawdown,win_rate,total_trades
42,0.49,0.1157,-0.0547,0.439,40.0
43,5.69,1.4402000000000001,-0.015,0.5135000000000001,36.0
44,-0.27,-0.0489,-0.0432,0.3846,38.0
45,2.43,0.6211,-0.0616,0.5405,36.0
46,-0.23,-0.0455,-0.0552,0.4167,35.0
