,prob
2022-09-27,0.39261394549618983
2022-11-01,0.41448345344781634
2022-11-29,0.482124534707028
2022-12-27,0.4315755985252969
2023-02-01,0.4951658818203369
2023-03-01,0.3745227970292335
2023-03-29,0.396746174461615
2023-04-27,0.44408633786252993
2023-05-30,0.5028792383712148
2023-06-29,0.4755316715938411
2023-07-27,0.4325032714549833
2023-08-24,0.5048915105756837
2023-09-21,0.43596047073911687
2023-10-27,0.33317201118767253
2023-11-24,0.5528660384722915
2023-12-22,0.4553401026996231
2024-01-22,0.44638227762067123
2024-02-27,0.4642254592431541
2024-03-26,0.39462508384951817
2024-04-25,0.4663915966626826
2024-05-28,0.4627376333039388
2024-06-26,0.4687912899141362
2024-07-24,0.3082736189397992
2024-08-21,0.46121627729647025
2024-09-20,0.44508546348058914
2024-10-25,0.4685219744366247
2024-11-22,0.363263621688861
2024-12-20,0.5399179331258279
2025-01-20,0.4940810442830556
2025-02-25,0.48150732607715124
2025-03-25,0.4860894813095367
2025-04-23,0.5182030015417901
2025-05-26,0.45698676427874063
2025-06-24,0.47903093447636325
2025-07-22,0.5137274603385743
2025-08-19,0.4818825150686841
2025-09-16,0.5437832782020864
2025-10-22,0.44687868055318525
2025-11-19,0.44380796329295286
2025-12-17,0.4738203867660422
2026-01-16,0.4505020553125239
2026-02-13,0.5918653430013299
2026-03-23,0.5136746970775816
2026-04-21,0.46565111139362153
2026-05-22,0.5903876740326435
