stock,f1_tech,f1_llm,f1_bandit
A_sh.600036_招商银行,0.4475920679886685,0.43732327992459935,0.41502683363148485
A_sz.000001_平安银行,0.45757864632983797,0.45945945945945943,0.43377777777777776
A_sz.002142_宁波银行,0.4180327868852459,0.4307692307692308,0.3776595744680851
