,prob,uncertainty
2022-11-01,0.366323322057724,0.5337679386138916
2022-11-29,0.4579344391822815,0.48541635274887085
2022-12-27,0.44724786281585693,0.45909222960472107
2023-02-01,0.3616456091403961,0.41191670298576355
2023-03-01,0.49620068073272705,0.43941402435302734
2023-03-29,0.2153645157814026,0.46697109937667847
2023-04-27,0.6428973078727722,0.5191786885261536
2023-05-30,0.7857542037963867,0.3210212290287018
2023-06-29,0.4870823323726654,1.4737709760665894
2023-07-27,0.5754411816596985,0.4575403332710266
2023-08-24,0.4541008174419403,0.46408501267433167
2023-09-21,0.7646404504776001,0.6294915080070496
2023-10-27,0.5352057218551636,0.6797727346420288
2023-11-24,0.6539545059204102,0.6518939733505249
2023-12-22,0.6120221614837646,0.9431421756744385
2024-01-22,0.43377023935317993,0.447357714176178
2024-02-27,0.4382474422454834,0.5261256694793701
2024-03-26,0.2520267069339752,0.42620551586151123
2024-04-25,0.21437029540538788,0.4759769141674042
2024-05-28,0.3887227475643158,0.5537227988243103
2024-06-26,0.5404039621353149,0.5184691548347473
2024-07-24,0.18867197632789612,0.4698813259601593
2024-08-21,0.2519492506980896,0.48166972398757935
2024-09-20,0.4980628788471222,0.4929196238517761
2024-10-25,0.16745543479919434,0.4349611699581146
2024-11-22,0.6693047285079956,0.509498119354248
2024-12-20,0.45449745655059814,0.5830910205841064
2025-01-20,0.6199204325675964,0.46771496534347534
2025-02-25,0.32961052656173706,0.46175622940063477
2025-03-25,0.35975703597068787,0.5026029348373413
2025-04-23,0.6469846367835999,0.5548725128173828
2025-05-26,0.6703177690505981,0.5077160596847534
2025-06-24,0.3951009511947632,0.4515135586261749
2025-07-22,0.6268002986907959,0.5213215947151184
2025-08-19,0.6175424456596375,0.48085084557533264
2025-09-16,0.49423307180404663,0.48537883162498474
2025-10-22,0.7536302804946899,0.4390815496444702
2025-11-19,0.5616090893745422,0.4788946807384491
2025-12-17,0.6243049502372742,0.4226067066192627
2026-01-16,0.7062626481056213,0.36421871185302734
2026-02-13,0.4529091715812683,0.39633500576019287
2026-03-23,0.638307511806488,0.47106364369392395
2026-04-21,0.26451554894447327,0.6118075847625732
2026-05-22,0.4548225998878479,0.5735869407653809
