,prob
2022-11-09,0.4787055253982544
2022-12-07,0.5199484825134277
2023-01-05,0.4549621641635895
2023-02-09,0.40941163897514343
2023-03-09,0.37682822346687317
2023-04-07,0.35754963755607605
2023-05-10,0.4490921199321747
2023-06-07,0.376010537147522
2023-07-07,0.38561341166496277
2023-08-04,0.5050140619277954
2023-09-01,0.4429369866847992
2023-10-09,0.4721791446208954
2023-11-06,0.4365561008453369
2023-12-04,0.41618648171424866
2024-01-02,0.4324546456336975
2024-01-30,0.472726434469223
2024-03-06,0.4474840760231018
2024-04-03,0.457973450422287
2024-05-08,0.4853566884994507
2024-06-05,0.2519579231739044
2024-07-04,0.4763418138027191
2024-08-01,0.4575156569480896
2024-08-29,0.4465826153755188
2024-09-30,0.4892081022262573
2024-11-04,0.4891645312309265
2024-12-02,0.3653363585472107
2024-12-30,0.352954238653183
2025-02-05,0.3430173099040985
2025-03-05,0.31573161482810974
2025-04-02,0.3465709686279297
2025-05-06,0.3992880880832672
2025-06-04,0.49051398038864136
2025-07-02,0.5452739596366882
2025-07-30,0.4689300060272217
2025-08-27,0.4260096848011017
2025-09-24,0.40976735949516296
2025-10-30,0.43864893913269043
2025-11-27,0.5516697764396667
2025-12-25,0.5086523294448853
2026-01-26,0.4009759724140167
2026-03-03,0.4633133113384247
2026-03-31,0.34034332633018494
2026-04-29,0.4936664402484894
