,prob,uncertainty
2022-11-01,0.3444748818874359,0.507409930229187
2022-11-29,0.5125065445899963,0.49283212423324585
2022-12-27,0.4970131516456604,0.4917389750480652
2023-02-01,0.25728723406791687,0.5262678265571594
2023-03-01,0.388836532831192,0.5001293420791626
2023-03-29,0.18954746425151825,0.44443991780281067
2023-04-27,0.5698330402374268,0.5456069111824036
2023-05-30,0.5464253425598145,0.528335452079773
2023-06-29,0.3950732350349426,0.4716718792915344
2023-07-27,0.4589409828186035,0.4553707242012024
2023-08-24,0.5686120390892029,0.45010703802108765
2023-09-21,0.665513813495636,0.45804136991500854
2023-10-27,0.5248445868492126,0.4432685375213623
2023-11-24,0.7230207324028015,0.4414866864681244
2023-12-22,0.45291632413864136,0.5514117479324341
2024-01-22,0.8385044932365417,0.5154350399971008
2024-02-27,0.7291483879089355,0.4581729769706726
2024-03-26,0.8370475769042969,0.6711942553520203
2024-04-25,0.4982706606388092,0.5007955431938171
2024-05-28,0.27958014607429504,0.3901474177837372
2024-06-26,0.31009620428085327,0.563041090965271
2024-07-24,0.2929874360561371,0.6173220872879028
2024-08-21,0.5280415415763855,0.5074430108070374
2024-09-20,0.5483996868133545,0.525208055973053
2024-10-25,0.5064502358436584,0.43502017855644226
2024-11-22,0.6648488640785217,0.5201824307441711
2024-12-20,0.1765885055065155,0.3842409551143646
2025-01-20,0.4305521249771118,0.5517370700836182
2025-02-25,0.5956417322158813,0.36175209283828735
2025-03-25,0.37530815601348877,0.5859808921813965
2025-04-23,0.4373214840888977,0.5195454359054565
2025-05-26,0.3349533677101135,0.39366763830184937
2025-06-24,0.5087718963623047,0.48947277665138245
2025-07-22,0.5274397134780884,0.48141735792160034
2025-08-19,0.6144120097160339,0.4272877275943756
2025-09-16,0.47363701462745667,0.34889695048332214
2025-10-22,0.16942253708839417,0.38813143968582153
2025-11-19,0.27228736877441406,0.860132098197937
2025-12-17,0.3853086829185486,0.5095598101615906
2026-01-16,0.4847833216190338,0.4470718502998352
2026-02-13,0.6133340001106262,0.5321547985076904
2026-03-23,0.40003150701522827,0.45485663414001465
2026-04-21,0.5255842208862305,0.6192774772644043
2026-05-22,0.5965082049369812,0.5284274816513062
