,prob,uncertainty
2024-04-25,0.6822400450706482,0.09279336822791376
2024-05-28,0.36862511932849884,0.20242429059770986
2024-06-26,0.2789158165454865,0.12951249624404568
2024-07-24,0.8121271371841431,0.07112420238389648
2024-08-21,0.35523038506507876,0.22135891726289764
2024-09-20,0.49478864669799805,0.0937863743472006
2024-10-25,0.25617388226091864,0.20445938563864513
2024-11-22,0.5942118436098098,0.2900674918345983
2024-12-20,0.25129698812961576,0.22100419243219668
2025-01-20,0.42960426211357117,0.15261535244380386
2025-02-25,0.5371371984481812,0.13159286691232122
2025-03-25,0.3053371921181679,0.25368587035628276
2025-04-23,0.619671767950058,0.21314419360902745
2025-05-26,0.5807957381010056,0.2904992569986428
2025-06-24,0.39313982129096986,0.12368859385020714
2025-07-22,0.587657755613327,0.1872584314937168
2025-08-19,0.6635873436927795,0.22921669166163053
2025-09-16,0.7202820628881454,0.25096357824175664
2025-10-22,0.5172970712184906,0.10218873122301106
2025-11-19,0.5910153746604919,0.0851770902340868
2025-12-17,0.529813265800476,0.12289344580496264
2026-01-16,0.6110804051160812,0.26834775191246835
2026-02-13,0.6575777411460877,0.13299649255605422
2026-03-23,0.44746687412261965,0.23663053717354887
2026-04-21,0.400677490234375,0.1933725276710675
2026-05-22,0.39713665246963503,0.16651000713167638
