seed,sharpe_ratio,annual_return,max_drawdown,win_rate,total_trades
42,3.59,0.8527,-0.040999999999999995,0.5385,38.0
43,0.64,0.1834,-0.077,0.39020000000000005,40.0
44,-0.27,-0.061399999999999996,-0.079,0.4048,41.0
45,-0.04,-0.0034999999999999996,-0.0636,0.39020000000000005,40.0
46,0.14,0.0327,-0.0722,0.3333,41.0
