,prob
2022-11-01,0.567303478717804
2022-11-29,0.4924052059650421
2022-12-27,0.5606149435043335
2023-02-01,0.5029688477516174
2023-03-01,0.45877936482429504
2023-03-29,0.2850601375102997
2023-04-27,0.4319933354854584
2023-05-30,0.46113407611846924
2023-06-29,0.4809150993824005
2023-07-27,0.35519295930862427
2023-08-24,0.5153733491897583
2023-09-21,0.5104748606681824
2023-10-27,0.4354614019393921
2023-11-24,0.4576028883457184
2023-12-22,0.509320080280304
2024-01-22,0.6788265705108643
2024-02-27,0.5124587416648865
2024-03-26,0.5130332112312317
2024-04-25,0.552040696144104
2024-05-28,0.5634667873382568
2024-06-26,0.35446733236312866
2024-07-24,0.4291872978210449
2024-08-21,0.5089929103851318
2024-09-20,0.5266746878623962
2024-10-25,0.4485471248626709
2024-11-22,0.4685510993003845
2024-12-20,0.43529173731803894
2025-01-20,0.4070245325565338
2025-02-25,0.48935598134994507
2025-03-25,0.49093636870384216
2025-04-23,0.46934768557548523
2025-05-26,0.5379765629768372
2025-06-24,0.552674412727356
2025-07-22,0.5787954926490784
2025-08-19,0.5576791167259216
2025-09-16,0.39902064204216003
2025-10-22,0.2962574064731598
2025-11-19,0.46737441420555115
2025-12-17,0.42933472990989685
2026-01-16,0.31413349509239197
2026-02-13,0.6578798890113831
2026-03-23,0.5055677890777588
2026-04-21,0.5302223563194275
2026-05-22,0.5194545984268188
