,prob
2022-11-01,0.4961455166339874
2022-11-29,0.5076702833175659
2022-12-27,0.5302351117134094
2023-02-01,0.5931003093719482
2023-03-01,0.5376535058021545
2023-03-29,0.395656943321228
2023-04-27,0.4065898358821869
2023-05-30,0.6793005466461182
2023-06-29,0.44725269079208374
2023-07-27,0.426993727684021
2023-08-24,0.46672192215919495
2023-09-21,0.32970714569091797
2023-10-27,0.3966764211654663
2023-11-24,0.47209304571151733
2023-12-22,0.45161908864974976
2024-01-22,0.5827608108520508
2024-02-27,0.5532808303833008
2024-03-26,0.5624018907546997
2024-04-25,0.5426395535469055
2024-05-28,0.43982213735580444
2024-06-26,0.40133732557296753
2024-07-24,0.4198196530342102
2024-08-21,0.5221273303031921
2024-09-20,0.5344126224517822
2024-10-25,0.43321678042411804
2024-11-22,0.43882042169570923
2024-12-20,0.5204125642776489
2025-01-20,0.4712754189968109
2025-02-25,0.4657738208770752
2025-03-25,0.4913423955440521
2025-04-23,0.4220190644264221
2025-05-26,0.4669025242328644
2025-06-24,0.3506678640842438
2025-07-22,0.5350385308265686
2025-08-19,0.6695082187652588
2025-09-16,0.8739122152328491
2025-10-22,0.3015591502189636
2025-11-19,0.32285255193710327
2025-12-17,0.40910300612449646
2026-01-16,0.390607625246048
2026-02-13,0.608995258808136
2026-03-23,0.5117128491401672
2026-04-21,0.5509207248687744
2026-05-22,0.5689725279808044
