,prob
2022-10-03,0.6291126608848572
2022-10-31,0.5356398820877075
2022-11-29,0.4130735993385315
2022-12-28,0.477664053440094
2023-01-27,0.5203786492347717
2023-02-27,0.462774395942688
2023-03-27,0.49963614344596863
2023-04-25,0.4850899577140808
2023-05-23,0.48334673047065735
2023-06-22,0.45321035385131836
2023-07-21,0.4808773398399353
2023-08-18,0.3828382194042206
2023-09-18,0.5113692879676819
2023-10-16,0.5436962842941284
2023-11-13,0.5201389193534851
2023-12-12,0.5212900638580322
2024-01-11,0.4178132116794586
2024-02-09,0.530787467956543
2024-03-11,0.5173399448394775
2024-04-09,0.5709487199783325
2024-05-07,0.5610617995262146
2024-06-05,0.5212389230728149
2024-07-05,0.5332610011100769
2024-08-02,0.41247686743736267
2024-08-30,0.5767600536346436
2024-09-30,0.5413670539855957
2024-10-28,0.5459772348403931
2024-11-25,0.5343146920204163
2024-12-24,0.5114939212799072
2025-01-27,0.4478174149990082
2025-02-25,0.6173784732818604
2025-03-25,0.5255228281021118
2025-04-23,0.5475460290908813
2025-05-21,0.5196520686149597
2025-06-20,0.4978184998035431
2025-07-21,0.574926495552063
2025-08-18,0.545443058013916
2025-09-16,0.25223129987716675
2025-10-14,0.3663107752799988
2025-11-11,0.8457664847373962
2025-12-10,0.49412667751312256
2026-01-09,0.45085275173187256
2026-02-09,0.6248983144760132
2026-03-10,0.5952689051628113
2026-04-08,0.4402156174182892
2026-05-06,0.4917581379413605
