,prob
2022-11-01,0.0009218318737111986
2022-11-29,0.0035078097134828568
2022-12-27,1.0474757800693624e-05
2023-02-01,0.0013248949544504285
2023-03-01,4.853954123973381e-06
2023-03-29,1.2131354196753819e-06
2023-04-27,0.11371082812547684
2023-05-30,0.0505605973303318
2023-06-29,0.05624759569764137
2023-07-27,0.05380113795399666
2023-08-24,0.40216875076293945
2023-09-21,0.9456664323806763
2023-10-27,7.034081500023603e-05
2023-11-24,0.27659308910369873
2023-12-22,0.3254201412200928
2024-01-22,1.3584446900694047e-09
2024-02-27,0.07361382991075516
2024-03-26,0.0005726958625018597
2024-04-25,0.007011719048023224
2024-05-28,0.24620851874351501
2024-06-26,3.225490630143213e-08
2024-07-24,0.39737993478775024
2024-08-21,0.5992221832275391
2024-09-20,0.45415225625038147
2024-10-25,0.20569062232971191
2024-11-22,0.0007784646586515009
2024-12-20,2.342174951763809e-07
2025-01-20,2.708200554479845e-06
2025-02-25,0.38560372591018677
2025-03-25,0.16616441309452057
2025-04-23,2.568512854850269e-06
2025-05-26,3.60602427917911e-08
2025-06-24,1.4278263904543564e-08
2025-07-22,0.9922637939453125
2025-08-19,0.16577325761318207
2025-09-16,5.776248030997522e-07
2025-10-22,0.33698782324790955
2025-11-19,2.029563984251581e-05
2025-12-17,0.020181622356176376
2026-01-16,2.833455414741337e-10
2026-02-13,2.0794177046923323e-08
2026-03-23,0.0003293764893896878
2026-04-21,0.17406968772411346
2026-05-22,0.0441950298845768
