,prob
2022-11-01,0.48497310280799866
2022-11-29,0.497897207736969
2022-12-27,0.5452936887741089
2023-02-01,0.5809851884841919
2023-03-01,0.3875444233417511
2023-03-29,0.42999300360679626
2023-04-27,0.43804723024368286
2023-05-30,0.42671871185302734
2023-06-29,0.43708378076553345
2023-07-27,0.5929875373840332
2023-08-24,0.4625295400619507
2023-09-21,0.5653228163719177
2023-10-27,0.28558576107025146
2023-11-24,0.5627418160438538
2023-12-22,0.45226266980171204
2024-01-22,0.4636197090148926
2024-02-27,0.5247038006782532
2024-03-26,0.4091847538948059
2024-04-25,0.4910230338573456
2024-05-28,0.4470156133174896
2024-06-26,0.6181902289390564
2024-07-24,0.4402053654193878
2024-08-21,0.5875803232192993
2024-09-20,0.5880840420722961
2024-10-25,0.5839414000511169
2024-11-22,0.4614119827747345
2024-12-20,0.4518897235393524
2025-01-20,0.45753172039985657
2025-02-25,0.4075509309768677
2025-03-25,0.3600659668445587
2025-04-23,0.43401065468788147
2025-05-26,0.40150773525238037
2025-06-24,0.7682543992996216
2025-07-22,0.5216274261474609
2025-08-19,0.37618279457092285
2025-09-16,0.6698278188705444
2025-10-22,0.4804311692714691
2025-11-19,0.44254404306411743
2025-12-17,0.5165587067604065
2026-01-16,0.42663007974624634
2026-02-13,0.3388403356075287
2026-03-23,0.485085129737854
2026-04-21,0.43622514605522156
2026-05-22,0.5242490172386169
