,prob,uncertainty
2022-11-01,0.6079992055892944,0.3840382695198059
2022-11-29,0.41908180713653564,0.5070688128471375
2022-12-27,0.6105144023895264,0.48994529247283936
2023-02-01,0.3234059512615204,0.5268710255622864
2023-03-01,0.5460529327392578,0.5647984147071838
2023-03-29,0.4468114972114563,0.4900285601615906
2023-04-27,0.3277124762535095,0.46011048555374146
2023-05-30,0.26883453130722046,0.5150102376937866
2023-06-29,0.4987890422344208,0.49931687116622925
2023-07-27,0.44628605246543884,0.442809522151947
2023-08-24,0.5481550097465515,0.4733448028564453
2023-09-21,0.39074844121932983,0.48811033368110657
2023-10-27,0.43481212854385376,0.47076213359832764
2023-11-24,0.37553292512893677,0.4517795741558075
2023-12-22,0.5138139128684998,0.5372684597969055
2024-01-22,0.8669675588607788,0.693835973739624
2024-02-27,0.513310432434082,0.39013269543647766
2024-03-26,0.1530468761920929,0.31955522298812866
2024-04-25,0.24384745955467224,0.463154137134552
2024-05-28,0.20558610558509827,0.42701196670532227
2024-06-26,0.6110211610794067,0.47814640402793884
2024-07-24,0.5450896620750427,0.6610316038131714
2024-08-21,0.36178287863731384,0.5081731677055359
2024-09-20,0.9292051792144775,0.8834936618804932
2024-10-25,0.2603088319301605,0.4268384575843811
2024-11-22,0.13438022136688232,0.46018186211586
2024-12-20,0.24748408794403076,0.3884362280368805
2025-01-20,0.5916714668273926,0.49245285987854004
2025-02-25,0.5676535964012146,0.6051353812217712
2025-03-25,0.37061819434165955,0.5443598628044128
2025-04-23,0.6456725001335144,0.8628532290458679
2025-05-26,0.36607012152671814,0.4381066858768463
2025-06-24,0.521503746509552,0.44346699118614197
2025-07-22,0.38537096977233887,0.45756471157073975
2025-08-19,0.490801066160202,0.44126608967781067
2025-09-16,0.3307412564754486,0.4758213460445404
2025-10-22,0.5795468688011169,0.4948241114616394
2025-11-19,0.3853827714920044,0.5725692510604858
2025-12-17,0.4601096510887146,0.4350976049900055
2026-01-16,0.7113491892814636,0.5138759016990662
2026-02-13,0.2160649597644806,0.4167150557041168
2026-03-23,0.26541006565093994,0.46103841066360474
2026-04-21,0.6843296885490417,0.46238625049591064
2026-05-22,0.4783158600330353,0.5149614214897156
