,prob
2022-10-12,0.44126724429855996
2022-11-09,0.47609931475671036
2022-12-07,0.4801807865904008
2023-01-05,0.4387911473334429
2023-02-09,0.5148384252170564
2023-03-09,0.4489198695093009
2023-04-07,0.4430498808742686
2023-05-10,0.4541018255777151
2023-06-07,0.44964887390280817
2023-07-07,0.4614253629311052
2023-08-04,0.3847613237890622
2023-09-01,0.4466163215747767
2023-10-09,0.46787266559476864
2023-11-06,0.42749612718760627
2023-12-04,0.4549684927841428
2024-01-02,0.48406614460561964
2024-01-30,0.4410669016321059
2024-03-06,0.4648435530826967
2024-04-03,0.47916470557172514
2024-05-08,0.4358565831970885
2024-06-05,0.4423082903889217
2024-07-04,0.4611739133570949
2024-08-01,0.4841097357303865
2024-08-29,0.4835564575370463
2024-09-30,0.4122708122063861
2024-11-04,0.45504373169925155
2024-12-02,0.474089462742072
2024-12-30,0.5084725709892106
2025-02-05,0.4801770061446424
2025-03-05,0.4508914947654226
2025-04-02,0.44763033839403693
2025-05-06,0.4516761213207432
2025-06-04,0.4992653669838541
2025-07-02,0.47641781750716045
2025-07-30,0.47411889550333414
2025-08-27,0.4458348177609767
2025-09-24,0.49911664619739854
2025-10-30,0.5129760572129195
2025-11-27,0.48334317922502007
2025-12-25,0.49793927763471285
2026-01-26,0.4750032344831334
2026-03-03,0.5266310093449755
2026-03-31,0.48669993296454117
2026-04-29,0.45321815171831403
