seed,sharpe_ratio,annual_return,max_drawdown,win_rate,total_trades
42,0.84,0.38409999999999994,-0.1832,0.36840000000000006,37.0
43,0.8,0.3222,-0.183,0.3778,44.0
44,3.53,2.1274,-0.085,0.3947,37.0
45,-0.56,-0.22769999999999999,-0.1807,0.4054,36.0
46,0.65,0.244,-0.2275,0.4595,36.0
