,prob
2022-10-03,0.6884444355964661
2022-10-31,0.048027265816926956
2022-11-29,0.009623339399695396
2022-12-28,0.13539423048496246
2023-01-27,0.9314142465591431
2023-02-27,0.028562985360622406
2023-03-27,0.39248961210250854
2023-04-25,0.06980685889720917
2023-05-23,0.007047435734421015
2023-06-22,0.0045557571575045586
2023-07-21,0.1645176261663437
2023-08-18,9.71670015132986e-05
2023-09-18,0.21884840726852417
2023-10-16,0.3740643262863159
2023-11-13,0.3850003480911255
2023-12-12,0.3370380699634552
2024-01-11,0.07635503262281418
2024-02-09,1.0823462616826873e-05
2024-03-11,0.21829847991466522
2024-04-09,0.14660820364952087
2024-05-07,0.33883053064346313
2024-06-05,0.40970954298973083
2024-07-05,0.29570743441581726
2024-08-02,0.32384422421455383
2024-08-30,0.2893526256084442
2024-09-30,0.2909783124923706
2024-10-28,0.5252707600593567
2024-11-25,0.3784683048725128
2024-12-24,0.503312885761261
2025-01-27,0.4708706736564636
2025-02-25,0.6153920888900757
2025-03-25,0.1147017627954483
2025-04-23,0.9939800500869751
2025-05-21,0.04126911982893944
2025-06-20,0.22075846791267395
2025-07-21,0.44590312242507935
2025-08-18,0.5522366762161255
2025-09-16,0.37204256653785706
2025-10-14,0.16339221596717834
2025-11-11,0.29492366313934326
2025-12-10,0.10195929557085037
2026-01-09,0.015039810910820961
2026-02-09,0.15509390830993652
2026-03-10,0.024267345666885376
2026-04-08,0.10864180326461792
2026-05-06,0.0018234886229038239
